입찰공고명,공고기관명,기초금액,개찰일자,최종낙찰금액,최종낙찰율,최종낙찰일자,최종낙찰업체명,최종낙찰업체대표자명,최종낙찰업체담당자명,최종낙찰업체주소
24년 통신장비 외주정비 용역(부산/경남),제6335부대,3472910,2024-03-20,3050000,88.742,2024-03-20,(주)한라씨앤씨,정승웅,정승웅,"부산광역시 사상구 광장로20번길58-16 (괘법동)1동 2층 203호,205호"
24년 생활폐기물 처리 용역,수도기계화보병사단,141750000,2024-03-20,120900000,84.639,2024-03-20,미래종합환경,임효원,임효원,경기도 남양주시 별내중앙로30-0 (별내동) 305-914
24년 취사장 청소 용역,국군의무사령부,30870000,2024-03-20,27125900,88.01,2024-03-20,주식회사 최고의환한미소,최환,정상섭,"인천광역시 미추홀구 수봉남로24번길74-0, 1층 (용현동)"
24-보-일반폐기물(기타잡류 등 6종) 처리용역,해군군수사령부,139344000,2024-03-20,117578760,84.474,2024-03-20,주식회사 케이비아이국인산업,시명권,정재엽,경상북도 구미시 3공단3로 46-79()
24-K-이동식 화장실 임차 용역,제9181부대,77518000,2024-03-20,69199990,90.03,2024-03-20,고은상사,김진웅,김진웅,경기도 동두천시 평화로2349번길8-9 (생연동)
24-M-교육훈련장 예초용역,국군재정관리단,78700000,2024-03-20,69999880,88.002,2024-03-20,어울림 조경,진영권,진영권,"경기도 화성시 비봉면 양노로74, 104호"
(24F041-A) 식자재 민간위탁 배송용역,국군재정관리단,647605720,2024-03-20,624939520,97.076,2024-03-25,동원로엑스 주식회사,박성순,전현주,서울특별시 서초구 마방로68-0 (양재동) 동원산업빌딩
(24F055-A) 일반폐기물 처리 용역,국군재정관리단,414814400,2024-03-20,335006000,80.775,2024-03-20,이도에코오산 주식회사,박성진,장필요,경기도 오산시 황새로149번길55-0 (누읍동)
24-D-SALS-K 탄약 수송용역,국군재정관리단,1470600000,2024-03-20,1198539000,82.61,2024-03-20,대신로지스틱스 주식회사,양임석,백성열,"서울특별시 송파구 오금로46길5-0 (가락동, 보성빌딩) 3층"
24-N-영구보존기록물 DB 구축,국군재정관리단,402140000,2024-03-20,344916600,85.706,2024-03-20,(주)데이터클립,송귀섭,박승진,"서울특별시 금천구 가산디지털1로145,12층 1207호(에이스하이엔드타워3차)"
공군 제19전투비행단 병사식당 급식 민간위탁 운영,공군제19전투비행단,0,2024-03-21,43803745000,100,2024-03-25,주식회사 동원홈푸드,정문목,이권민,"서울특별시 서초구 마방로68(양재동, 동원산업빌딩)"
공군 제20전투비행단 병사식당 민간위탁 용역,제20전투비행단,0,2024-03-21,42705000000,100,2024-03-22,(주)아워홈,구미현,변승재,서울특별시 강서구 마곡중앙10로91(마곡동)
무공훈장 찾아주기 사업 홍보영상 및 음원제작 용역,육군인사사령부,39215686,2024-03-21,32900000,84.136,2024-03-21,주식회사 명인터미디어,명순석,명순석,서울특별시 마포구 모래내로3길11-0 (성산동) 상암미르웰한올림 211호
(24F052-A) 자동화창고 유지관리 용역,국군재정관리단,168674500,2024-03-21,153363200,90.39,2024-03-21,주식회사 이엠피,윤종성,윤종성,경상남도 창원시 의창구 동읍 자여로115번길17-0
생도식당 민간위탁급식 용역,육군사관학교,0,2024-03-22,12720000000,100,2024-04-10,삼성웰스토리 주식회사,정해린,김재겸,경기도 성남시 분당구 구미로8-0 (구미동)
24-F-오폐수처리시설 관리용역,국군재정관리단,295420000,2024-03-22,252699700,85.645,2024-03-22,주흥환경 주식회사,이길재,정미나,"경기도 수원시 영통구 신원로304 (원천동) 3동 5층 5-505, 506호"
24-공동외곽지역 제초용역,제20전투비행단,337827630,2024-03-25,297890030,87.998,2024-03-25,주식회사태우조경,황연숙,황연숙,"강원특별자치도 춘천시 소양강로10, 비엔아이 지식산업센터 523호(후평동)"
2024년 수도병원 에너지 진단 용역 계약,국군수도병원,34169669,2024-03-25,29946000,87.753,2024-03-25,(주)엔자인,류정일,최종수,"경기도 안양시 동안구 엘에스로116번길118 (호계동) 안양2차 SK V1 center 601,602호"
24-해병-AI면접체계 사업,제9691부대,36720000,2024-03-25,33782400,91.216,2024-04-11,(주)무하유,신동호,강진호,"서울특별시 성동구 성수일로8길5, 에이동 201호, 202호, 203호(성수동2가, 에스케이브이1타워)"
[24-육-42] 군종영상 교재 제작,육군본부,27409000,2024-03-26,16500000,60.265,2024-03-26,주식회사 단군픽쳐스,조상환,조상환,"서울특별시 강서구 금낭화로51, 3층(방화동)"
재고번호미입력품목,육군과학화전투훈련단,192,2024-03-26,162,84.499,2024-03-26,아라환경,이석재,이석재,강원특별자치도 홍천군 홍천읍 영서로1981-0
24년 과학화훈련대 영상모의사격장비 유지ㆍ보수 용역,제5708부대,231776000,2024-03-26,204744620,88.635,2024-03-26,주식회사 한국방재기술단,정민규,김옥희,"경기도 과천시 별양상가로7, 502호(별양동)"
24-00함 실시간 상황공유체계 구축 사업,제9121부대,34310000,2024-03-26,30073744,88.361,2024-03-26,해용정보통신주식회사,백다리아,백다리아,"경기도 고양시 일산동구 중산로 247306,307호 (중산동, 중산프라자)"
(24F065-A) 유류중대 급유시설민간위탁기술검사용역 ,국군재정관리단,309818640,2024-03-26,266409000,85.713,2024-03-26,(주)대진방재,임영묵,이두성,충청남도 천안시 동남구 봉서6길8 (봉명동)
24-N-유해환경근무자 특수검진 용역,국군재정관리단,614250000,2024-03-26,510250000,83.164,2024-03-26,(사)대한산업보건협회 부산지역본부,백헌기,서정원,부산광역시 금정구 중앙대로 2139()
24년 활주로와 라인 내 일반지역 및 남지 제초용역,제3훈련비행단,201497176,2024-03-27,175965290,87.755,2024-03-27,주식회사 금산조경,고재성,고재성,"경상남도 창원시 성산구 용지로96, 1123호(중앙동, 하이페르오피스텔)"
24-내진성능평가 용역,공군제18전투비행단,97485000,2024-03-27,85636000,87.792,2024-03-27,주식회사 동서엔지니어링,이익상,이창재,강원특별자치도 춘천시 후석로44 (석사동) 3층
24년도 벌목 설계 용역,육군 탄약지원사령부,18071000,2024-03-27,15897420,87.774,2024-03-28,산림기술사사무소 바우,김재헌,김재헌,"경기도 여주시 현암로13, 2층 233호(현암동, 하우비즈)"
군 주거시설 관리용역(C020),제7군단,8018265630,2024-03-27,7734970000,95.816,2024-03-27,공우이엔씨 주식회사,이한기,김두용,"서울특별시 영등포구 여의대방로43라길6-0 (신길동, 신길프라자3층)"
2024년 방위사업청 외국어교실 위탁교육,방위사업청(운영지원과),0,2024-03-27,159167250,93.627,2024-04-21,브랜트옥스폰 주식회사,이세일,손수영,서울특별시 서초구 서초중앙로22길113 (서초동1638-8) 성주빌딩
24-D-00부대 조경관리 용역,국군재정관리단,121640000,2024-03-27,107254940,88.002,2024-03-27,주식회사 위더스엠엔씨,강은지,이경재,"서울특별시 동대문구 황물로103, 312호 (답십리동, 킹스타빌딩)"
24년 군 주거시설 개선방안 수립 연구용역 등 2건,공군제17전투비행단,109850230,2024-03-28,89100000,80.56,2024-04-01,(주)에프오알엠도시건축공간연구소,권시형,양진,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)"
24년 전투실험발전 세미나 수행 용역,육군교육사령부,21000000,2024-03-28,15500000,73.986,2024-03-28,(사)21세기군사연구소,김진욱,박계향,"서울특별시 금천구 가산디지털2로184, 10층 1017호(가산동, 벽산디지털밸리2차)"
24년 제초용역,제6755부대,252511070,2024-03-28,224561290,88.001,2024-03-28,대아이앤씨 주식회사,김연숙,강성훈,"부산광역시 해운대구 센텀중앙로97, 에이동 3202호(재송동, 센텀스카이비즈)"
24년 토양오염도 검사용역(C025),제7군단,38536520,2024-03-28,33805000,87.781,2024-03-28,(재) 국토환경연구소,주병한,김옥남,"전북특별자치도 전주시 덕진구 만성북로47-0, 만성유타워2층 206호(만성동)"
00부대 동원  예비군훈련장 방제용역,육군 52보병사단,16565720,2024-03-28,14440800,87.748,2024-03-28,한신개발공사,유명화,이경근,인천광역시 미추홀구 인하로119번길38-0 (용현동)
00훈련대 제초용역,육군 52보병사단,30000000,2024-03-28,26147607,87.746,2024-03-28,주식회사 호민조경,최혜민,최혜민,"경기도 용인시 기흥구 갈곡로12번길18, 103호(구갈동)"
24년 잠수함 위생 및 오수탱크 청소/도장 용역,해군군수사령부,50000000,2024-03-28,44100000,88.212,2024-03-28,주식회사 에스마린,김석대,이기환,부산광역시 사하구 감천항로454-0 (다대동)
24-N-00창 숲 정비용역(24H016-H),국군재정관리단,341300000,2024-03-29,300588220,88.009,2024-03-29,더숲조경 주식회사,정진경,정진경,"전라남도 순천시 별량면 덕정길66, 나동"
24-N-작업환경 측정 용역,국군재정관리단,115760000,2024-03-29,101120667,87.851,2024-03-29,주식회사 이엔직업환경연구소,이신우,이신우,부산광역시 부산진구 서면문화로47 (부전동) 6층
(24F076-A) 제초관리용역,국군재정관리단,135514470,2024-03-29,118583070,87.995,2024-03-29,주식회사 에버그린,이순조,우건구,경상북도 안동시 노하길61-7 (노하동)
(24-F099-A)00사단 관리 제초 용역,국군재정관리단,76249500,2024-03-29,67134130,87.995,2024-03-29,(주)삼원조경건설,신상문,신상문,경기도 군포시 군포로518-0 (당동) 2층 201호 (주) 삼원조경건설
(24F078-A) 조경관리용역,국군재정관리단,84618730,2024-03-29,74487281,88.017,2024-03-29,아슬라조경(주),강선수,김영희,경기도 화성시 마도면 두곡서길37 (2층)
(24F084-A) 제초관리 용역,국군재정관리단,75249400,2024-03-29,66014150,87.998,2024-03-29,007조경(주),채종길,원지현,강원특별자치도 원주시 원문로 1764(문막읍)
(24F042-I) 24년 음식물류 폐기물 위탁처리 용역,국군재정관리단,382696440,2024-03-29,310730000,80.967,2024-03-29,오션환경,김진태,김진태,경기도 광명시 범안로1035-0 (하안동)
(24F051-I) 지정폐기물 처리용역,국군재정관리단,327407274,2024-03-29,276660000,83.859,2024-03-29,(주)케이에스에너지,김광수,이재석,경기도 화성시 정남면 내향로240-55 (주)케이에스에너지
(24F067-I) 24년 음식물폐기물 위탁처리 용역(경기),국군재정관리단,80075294,2024-03-29,67363000,84.763,2024-03-29,사계절환경,최원희,최원희,"경기도 안산시 단원구 광덕2로50-3, 316호 (초지동)"
(24F095-A) 제초관리 용역,국군재정관리단,147241020,2024-03-29,129735113,87.995,2024-03-29,주식회사 청원조경,전민식,전민식,충청북도 충주시 연원1길27 (연수동)
24년 중요시설경계시스템 외주용역정비,지상작전사령부,113136500,2024-04-01,98169000,87.895,2024-04-03,주식회사 펌프킨,최도용,최도용,경기도 남양주시 화도읍 경춘로1955
역사관 홍보전시물 설계 및 리모델링(B006),제7군단,0,2024-04-01,242500000,97,2024-04-04,주식회사 팀헬퍼스이앤지,정수형,임길영,서울특별시 금천구 범안로1130-0 (가산동) 13층1306-1호
24년 국립서울현충원 영상 콘텐츠 제작 용역,국립서울현충원,0,2024-04-01,50050000,96.25,2024-04-09,수상한협동조합,김명환,김명환,"서울특별시 금천구 금하로24길7-0 (시흥동), B1"
24-해병-리더십 컨텐츠 영상제작 용역,제9691부대,29411760,2024-04-01,18000000,61.487,2024-04-02,주식회사 단군픽쳐스,조상환,조상환,"서울특별시 강서구 금낭화로51, 3층(방화동)"
24+3년 얼음정수기 등 임차(59대),제8278부대,91476000,2024-04-02,80179426,88.276,2024-04-02,한국렌탈판매협동조합,정영이,정영이,"인천광역시 미추홀구 아암대로45번길77-8, 1층(용현동)"
24년 오수처리시설 수질검사용역(C026),제7군단,24142800,2024-04-02,21150300,87.786,2024-04-02,주식회사 혜성환경,장공례,강정아,경기도 안양시 동안구 귀인로79번길35 (호계동)
의무후송전용헬기 시설사업기본계획 연구용역,방위사업청(운영지원과),0,2024-04-02,38000000,95,2024-05-03,(주)에프오알엠도시건축공간연구소,권시형,양진,"서울특별시 송파구 법원로11길25-0, A동 1310호(문정동, 에이치비즈니스파크)"
(24G003-H)24~25년 지휘통신신속대응장비유지보수용역,국군재정관리단,131217850,2024-04-02,114837746,87.75,2024-04-02,주식회사 명품시스템,이명아,배선숙,대전광역시 서구 계룡로408-0 (갈마동)
(24G010-H)24~25년 과학화경계시스템 유지보수 용역,국군재정관리단,173835740,2024-04-02,154086626,87.767,2024-04-02,(주)이서,이희순,이희순,"세종특별자치시  한누리대로312-0, 714호 (나성동, 노블비지니스타운)"
(24G002-H)24~25년 위성장비 유지보수 용역,국군재정관리단,2878743270,2024-04-02,2275000000,78.836,2024-04-02,주식회사 제노코,유태삼,김민석,"경기도 군포시 농심로72번길1-0 (당정동, 제노코빌딩)"
24년 전반기 지정폐기물 위탁처리 용역,제2167부대,69071000,2024-04-03,60267800,87.101,2024-04-03,성림유화 주식회사,김영중,김태형,"경기도 안산시 단원구 첨단로 215(성곡동, 성림유화(주))"
00부대 탄약관리지원사업 등 8건 설계용역,지상작전사령부,119917000,2024-04-03,104453000,87.752,2024-04-03,주식회사 에이콘 건축사사무소,박정균,박정균,"경기도 용인시 기흥구 구갈로60번길 19, 금강프라자 301호(구갈동)"
24년 취사장 청소(후드/덕트/환풍기) 용역,제2621부대,93000000,2024-04-03,82042000,88.022,2024-04-03,흥리종합건설 주식회사,정교진,김무형,강원특별자치도 정선군 사북읍 사북2길38-0
24년 과학화훈련대 교전장비 유지ㆍ보수 용역,제5708부대,239698000,2024-04-03,211684662,87.758,2024-04-03,주식회사 한국방재기술단,정민규,김옥희,"경기도 과천시 별양상가로7, 502호(별양동)"
00부대 전반기 물탱크 청소 용역,육군 52보병사단,4858690,2024-04-03,4271675,88.005,2024-04-03,주식회사 에코클린케어 (ECO.CC),이창엽,이창엽,대구광역시 수성구 지산로67 (지산동)
